frame,source_frame,time,filename,detection_id,x1,y1,x2,y2,center_x,center_y,foot_x,foot_y,confidence,team_hint,orig_player_id,player_id,track_distance,x_pitch,y_pitch,team
2,3,1.0,frame_000003.jpg,11,781.29,682.19,793.71,710.0,787.5,696.09,787.5,710.0,1.0,B,7,2,3.78,43.066,44.704,B
2,3,1.0,frame_000003.jpg,12,815.04,735.97,827.46,765.9,821.25,750.94,821.25,765.9,1.0,B,8,2,3.75,44.912,48.223,B
2,3,1.0,frame_000003.jpg,13,953.12,702.95,966.88,739.86,960.0,721.41,960.0,739.86,1.0,B,9,2,1.32,52.5,46.584,B
2,3,1.0,frame_000003.jpg,14,998.79,709.8,1011.21,741.45,1005.0,725.62,1005.0,741.45,1.0,B,10,2,7.55,54.961,46.684,B
2,3,1.0,frame_000003.jpg,15,1006.29,710.66,1018.71,740.59,1012.5,725.62,1012.5,740.59,1.0,B,20,144,4.22,55.371,46.63,B
2,3,1.0,frame_000003.jpg,16,1178.79,717.25,1191.21,742.43,1185.0,729.84,1185.0,742.43,1.0,B,15,2,7.77,64.805,46.746,B
2,3,1.0,frame_000003.jpg,17,1013.12,784.69,1026.88,826.88,1020.0,805.78,1020.0,826.88,1.0,B,13,2,65.97,55.781,52.063,B
2,3,1.0,frame_000003.jpg,18,1056.5,818.31,1073.5,869.19,1065.0,843.75,1065.0,869.19,1.0,B,21,2,,58.242,54.727,B
2,3,1.0,frame_000003.jpg,19,1381.29,706.44,1393.71,736.37,1387.5,721.41,1387.5,736.37,1.0,B,18,2,7.6,75.879,46.364,B
3,4,1.5,frame_000004.jpg,0,1474.45,783.11,1495.55,828.46,1485.0,805.78,1485.0,828.46,1.0,B,19,20,0.79,81.211,52.162,B
3,4,1.5,frame_000004.jpg,1,1320.29,736.17,1334.71,765.7,1327.5,750.94,1327.5,765.7,1.0,B,17,2,8.87,72.598,48.211,B
3,4,1.5,frame_000004.jpg,2,1271.95,747.51,1293.05,788.12,1282.5,767.81,1282.5,788.12,1.0,B,16,37,7.57,70.137,49.622,B
3,4,1.5,frame_000004.jpg,3,1159.45,757.27,1180.55,795.23,1170.0,776.25,1170.0,795.23,1.0,B,14,37,1.32,63.984,50.07,B
3,4,1.5,frame_000004.jpg,4,1011.68,780.21,1028.32,822.92,1020.0,801.56,1020.0,822.92,1.0,B,13,2,3.96,55.781,51.813,B
3,4,1.5,frame_000004.jpg,5,1046.95,818.31,1068.05,869.19,1057.5,843.75,1057.5,869.19,1.0,B,21,2,7.5,57.832,54.727,B
3,4,1.5,frame_000004.jpg,6,1162.79,710.66,1177.21,740.59,1170.0,725.62,1170.0,740.59,1.0,B,15,2,15.11,63.984,46.63,B
3,4,1.5,frame_000004.jpg,7,1006.29,708.49,1018.71,742.76,1012.5,725.62,1012.5,742.76,1.0,B,20,144,2.17,55.371,46.766,B
3,4,1.5,frame_000004.jpg,8,953.12,703.34,966.88,739.47,960.0,721.41,960.0,739.47,1.0,B,9,2,0.39,52.5,46.559,B
3,4,1.5,frame_000004.jpg,9,967.79,730.9,982.21,762.54,975.0,746.72,975.0,762.54,1.0,B,11,2,1.06,53.32,48.012,B
3,4,1.5,frame_000004.jpg,10,821.54,738.81,835.96,771.5,828.75,755.16,828.75,771.5,1.0,B,8,2,9.36,45.322,48.576,B
3,4,1.5,frame_000004.jpg,11,788.79,682.84,801.21,709.34,795.0,696.09,795.0,709.34,1.0,B,7,2,7.53,43.477,44.662,B
3,4,1.5,frame_000004.jpg,12,736.29,703.48,748.71,730.9,742.5,717.19,742.5,730.9,1.0,B,6,2,1.25,40.605,46.02,B
3,4,1.5,frame_000004.jpg,13,706.73,670.85,718.27,696.03,712.5,683.44,712.5,696.03,1.0,B,5,2,7.5,38.965,43.824,B
3,4,1.5,frame_000004.jpg,14,586.29,714.02,598.71,745.66,592.5,729.84,592.5,745.66,1.0,B,4,91,6.31,32.402,46.949,B
3,4,1.5,frame_000004.jpg,15,547.79,730.37,562.21,763.07,555.0,746.72,555.0,763.07,1.0,B,3,2,5.08,30.352,48.045,B
3,4,1.5,frame_000004.jpg,16,501.5,786.93,518.5,833.07,510.0,810.0,510.0,833.07,1.0,B,1,42,7.64,27.891,52.453,B
3,4,1.5,frame_000004.jpg,17,561.68,773.75,578.32,812.5,570.0,793.12,570.0,812.5,1.0,B,2,2,11.84,31.172,51.157,B
7,8,3.5,frame_000008.jpg,0,530.86,792.07,556.64,836.37,543.75,814.22,543.75,836.37,1.0,B,1,42,33.91,29.736,52.66,B
7,8,3.5,frame_000008.jpg,1,615.7,776.91,636.8,817.78,626.25,797.34,626.25,817.78,1.0,B,2,2,56.5,34.248,51.49,B
7,8,3.5,frame_000008.jpg,2,572.58,736.04,589.92,765.83,581.25,750.94,581.25,765.83,1.0,B,4,91,23.1,31.787,48.219,B
7,8,3.5,frame_000008.jpg,3,626.54,714.02,640.96,745.66,633.75,729.84,633.75,745.66,1.0,B,3,2,80.65,34.658,46.949,B
7,8,3.5,frame_000008.jpg,4,717.54,673.95,729.96,701.37,723.75,687.66,723.75,701.37,1.0,B,5,2,12.45,39.58,44.16,B
7,8,3.5,frame_000008.jpg,5,762.54,706.44,774.96,736.37,768.75,721.41,768.75,736.37,1.0,B,6,2,26.81,42.041,46.364,B
7,8,3.5,frame_000008.jpg,6,807.54,686.6,819.96,714.02,813.75,700.31,813.75,714.02,1.0,B,7,2,19.33,44.502,44.957,B
7,8,3.5,frame_000008.jpg,7,848.79,740.19,861.21,770.12,855.0,755.16,855.0,770.12,1.0,B,8,2,26.29,46.758,48.489,B
7,8,3.5,frame_000008.jpg,8,961.29,734.59,973.71,767.29,967.5,750.94,967.5,767.29,1.0,B,11,2,8.88,52.91,48.311,B
7,8,3.5,frame_000008.jpg,9,997.79,778.89,1012.21,815.8,1005.0,797.34,1005.0,815.8,1.0,B,13,2,16.6,54.961,51.365,B
7,8,3.5,frame_000008.jpg,10,1039.45,832.54,1060.55,880.27,1050.0,856.41,1050.0,880.27,1.0,B,21,2,13.38,57.422,55.424,B
7,8,3.5,frame_000008.jpg,11,1161.09,757.79,1178.91,794.71,1170.0,776.25,1170.0,794.71,1.0,B,14,37,0.52,63.984,50.037,B
7,8,3.5,frame_000008.jpg,12,1162.79,711.91,1177.21,739.34,1170.0,725.62,1170.0,739.34,1.0,B,15,2,1.25,63.984,46.551,B
7,8,3.5,frame_000008.jpg,13,1258.59,750.67,1276.41,784.95,1267.5,767.81,1267.5,784.95,1.0,B,16,37,15.33,69.316,49.423,B
7,8,3.5,frame_000008.jpg,14,1321.29,727.54,1333.71,757.46,1327.5,742.5,1327.5,757.46,1.0,B,17,2,8.24,72.598,47.692,B
7,8,3.5,frame_000008.jpg,15,1365.94,741.91,1379.06,768.41,1372.5,755.16,1372.5,768.41,1.0,B,18,2,35.38,75.059,48.381,B
7,8,3.5,frame_000008.jpg,16,1366.29,706.44,1378.71,736.37,1372.5,721.41,1372.5,736.37,1.0,B,22,2,,75.059,46.364,B
7,8,3.5,frame_000008.jpg,17,1505.1,784.42,1524.9,827.14,1515.0,805.78,1515.0,827.14,1.0,B,19,20,30.03,82.852,52.079,B
7,8,3.5,frame_000008.jpg,18,998.79,706.44,1011.21,736.37,1005.0,721.41,1005.0,736.37,1.0,B,10,2,5.08,54.961,46.364,B
7,8,3.5,frame_000008.jpg,19,960.94,706.44,974.06,736.37,967.5,721.41,967.5,736.37,1.0,B,9,2,8.12,52.91,46.364,B
8,9,4.0,frame_000009.jpg,0,1044.67,835.31,1070.33,885.94,1057.5,860.62,1057.5,885.94,1.0,B,21,2,9.4,57.832,55.781,B
8,9,4.0,frame_000009.jpg,1,996.68,772.69,1013.32,813.56,1005.0,793.12,1005.0,813.56,1.0,B,13,2,2.24,54.961,51.224,B
8,9,4.0,frame_000009.jpg,2,1159.45,755.95,1180.55,796.55,1170.0,776.25,1170.0,796.55,1.0,B,14,37,1.84,63.984,50.153,B
8,9,4.0,frame_000009.jpg,3,1251.09,748.7,1268.91,786.93,1260.0,767.81,1260.0,786.93,1.0,B,16,37,7.76,68.906,49.547,B
8,9,4.0,frame_000009.jpg,4,1365.29,728.66,1379.71,764.78,1372.5,746.72,1372.5,764.78,1.0,B,18,2,3.63,75.059,48.153,B
8,9,4.0,frame_000009.jpg,5,1372.79,704.27,1387.21,738.54,1380.0,721.41,1380.0,738.54,1.0,B,22,2,7.81,75.469,46.501,B
8,9,4.0,frame_000009.jpg,6,1513.59,787.85,1531.41,832.15,1522.5,810.0,1522.5,832.15,1.0,B,19,20,9.02,83.262,52.395,B
8,9,4.0,frame_000009.jpg,7,1162.79,710.66,1177.21,740.59,1170.0,725.62,1170.0,740.59,1.0,B,15,2,1.25,63.984,46.63,B
8,9,4.0,frame_000009.jpg,8,998.79,710.66,1011.21,740.59,1005.0,725.62,1005.0,740.59,1.0,B,10,2,4.22,54.961,46.63,B
8,9,4.0,frame_000009.jpg,9,961.29,734.59,973.71,767.29,967.5,750.94,967.5,767.29,1.0,B,11,2,0.0,52.91,48.311,B
8,9,4.0,frame_000009.jpg,10,953.12,704.27,966.88,738.54,960.0,721.41,960.0,738.54,1.0,B,9,2,7.81,52.5,46.501,B
8,9,4.0,frame_000009.jpg,11,815.04,685.35,827.46,715.28,821.25,700.31,821.25,715.28,1.0,B,7,2,7.61,44.912,45.036,B
8,9,4.0,frame_000009.jpg,12,773.79,706.44,786.21,736.37,780.0,721.41,780.0,736.37,1.0,B,6,2,11.25,42.656,46.364,B
8,9,4.0,frame_000009.jpg,13,642.54,713.17,654.96,746.52,648.75,729.84,648.75,746.52,1.0,B,3,2,15.02,35.479,47.003,B
8,9,4.0,frame_000009.jpg,14,582.54,734.59,594.96,767.29,588.75,750.94,588.75,767.29,1.0,B,4,91,7.64,32.197,48.311,B
8,9,4.0,frame_000009.jpg,15,545.86,792.33,564.14,836.1,555.0,814.22,555.0,836.1,1.0,B,1,42,11.25,30.352,52.643,B
8,9,4.0,frame_000009.jpg,16,639.61,780.21,657.89,822.92,648.75,801.56,648.75,822.92,1.0,B,2,2,23.08,35.479,51.813,B
9,10,4.5,frame_000010.jpg,0,1038.57,838.21,1061.43,891.47,1050.0,864.84,1050.0,891.47,1.0,B,21,2,9.32,57.422,56.13,B
9,10,4.5,frame_000010.jpg,1,996.68,771.77,1013.32,814.48,1005.0,793.12,1005.0,814.48,1.0,B,13,2,0.92,54.961,51.282,B
9,10,4.5,frame_000010.jpg,2,1159.45,755.95,1180.55,796.55,1170.0,776.25,1170.0,796.55,1.0,B,14,37,0.0,63.984,50.153,B
9,10,4.5,frame_000010.jpg,3,1241.95,747.91,1263.05,787.72,1252.5,767.81,1252.5,787.72,1.0,B,16,37,7.54,68.496,49.597,B
9,10,4.5,frame_000010.jpg,4,1161.91,709.8,1178.09,741.45,1170.0,725.62,1170.0,741.45,1.0,B,15,2,0.86,63.984,46.684,B
9,10,4.5,frame_000010.jpg,5,1342.79,720.22,1357.21,756.34,1350.0,738.28,1350.0,756.34,1.0,B,17,2,22.53,73.828,47.621,B
9,10,4.5,frame_000010.jpg,6,1372.79,704.73,1387.21,738.08,1380.0,721.41,1380.0,738.08,1.0,B,22,2,0.46,75.469,46.472,B
9,10,4.5,frame_000010.jpg,7,1520.1,787.19,1539.9,832.81,1530.0,810.0,1530.0,832.81,1.0,B,19,20,7.53,83.672,52.436,B
9,10,4.5,frame_000010.jpg,8,998.12,703.34,1011.88,739.47,1005.0,721.41,1005.0,739.47,1.0,B,10,2,1.12,54.961,46.559,B
9,10,4.5,frame_000010.jpg,9,960.29,702.95,974.71,739.86,967.5,721.41,967.5,739.86,1.0,B,9,2,7.62,52.91,46.584,B
9,10,4.5,frame_000010.jpg,10,952.79,698.73,967.21,735.64,960.0,717.19,960.0,735.64,1.0,B,11,2,32.53,52.5,46.318,B
9,10,4.5,frame_000010.jpg,11,859.04,740.19,873.46,770.12,866.25,755.16,866.25,770.12,1.0,B,8,2,11.25,47.373,48.489,B
9,10,4.5,frame_000010.jpg,12,821.54,685.35,835.96,715.28,828.75,700.31,828.75,715.28,1.0,B,7,2,7.5,45.322,45.036,B
9,10,4.5,frame_000010.jpg,13,780.29,706.44,794.71,736.37,787.5,721.41,787.5,736.37,1.0,B,6,2,7.5,43.066,46.364,B
9,10,4.5,frame_000010.jpg,14,728.79,672.69,741.21,702.62,735.0,687.66,735.0,702.62,1.0,B,5,2,11.32,40.195,44.239,B
9,10,4.5,frame_000010.jpg,15,652.79,716.0,667.21,752.12,660.0,734.06,660.0,752.12,1.0,B,3,2,12.57,36.094,47.356,B
9,10,4.5,frame_000010.jpg,16,586.29,733.8,598.71,768.08,592.5,750.94,592.5,768.08,1.0,B,4,91,3.83,32.402,48.361,B
9,10,4.5,frame_000010.jpg,17,552.6,792.07,572.4,836.37,562.5,814.22,562.5,836.37,1.0,B,1,42,7.5,30.762,52.66,B
9,10,4.5,frame_000010.jpg,18,655.43,780.21,672.07,822.92,663.75,801.56,663.75,822.92,1.0,B,2,2,15.0,36.299,51.813,B
10,11,5.0,frame_000011.jpg,0,1527.6,787.19,1547.4,832.81,1537.5,810.0,1537.5,832.81,1.0,B,19,20,7.5,84.082,52.436,B
10,11,5.0,frame_000011.jpg,1,1355.45,731.95,1374.55,761.48,1365.0,746.72,1365.0,761.48,1.0,B,18,2,8.19,74.648,47.945,B
10,11,5.0,frame_000011.jpg,2,1372.5,704.73,1387.5,738.08,1380.0,721.41,1380.0,738.08,1.0,B,22,2,0.0,75.469,46.472,B
10,11,5.0,frame_000011.jpg,3,1228.59,744.48,1246.41,782.71,1237.5,763.59,1237.5,782.71,1.0,B,16,37,15.81,67.676,49.282,B
10,11,5.0,frame_000011.jpg,4,1163.79,714.88,1176.21,744.81,1170.0,729.84,1170.0,744.81,1.0,B,15,2,3.36,63.984,46.895,B
10,11,5.0,frame_000011.jpg,5,1159.45,758.32,1180.55,794.18,1170.0,776.25,1170.0,794.18,1.0,B,14,37,2.37,63.984,50.004,B
10,11,5.0,frame_000011.jpg,6,998.12,775.99,1011.88,818.7,1005.0,797.34,1005.0,818.7,1.0,B,13,2,4.22,54.961,51.548,B
10,11,5.0,frame_000011.jpg,7,997.79,704.27,1012.21,738.54,1005.0,721.41,1005.0,738.54,1.0,B,10,2,0.93,54.961,46.501,B
10,11,5.0,frame_000011.jpg,8,960.29,704.27,974.71,738.54,967.5,721.41,967.5,738.54,1.0,B,9,2,1.32,52.91,46.501,B
10,11,5.0,frame_000011.jpg,9,960.29,734.59,974.71,767.29,967.5,750.94,967.5,767.29,1.0,B,11,2,32.53,52.91,48.311,B
10,11,5.0,frame_000011.jpg,10,867.54,744.41,879.96,774.34,873.75,759.38,873.75,774.34,1.0,B,8,2,8.61,47.783,48.755,B
10,11,5.0,frame_000011.jpg,11,830.04,685.55,842.46,715.08,836.25,700.31,836.25,715.08,1.0,B,7,2,7.5,45.732,45.024,B
10,11,5.0,frame_000011.jpg,12,787.79,706.44,802.21,736.37,795.0,721.41,795.0,736.37,1.0,B,6,2,7.5,43.477,46.364,B
10,11,5.0,frame_000011.jpg,13,735.29,672.69,749.71,702.62,742.5,687.66,742.5,702.62,1.0,B,5,2,7.5,40.605,44.239,B
10,11,5.0,frame_000011.jpg,14,664.04,714.02,678.46,745.66,671.25,729.84,671.25,745.66,1.0,B,3,2,12.97,36.709,46.949,B
10,11,5.0,frame_000011.jpg,15,592.79,734.59,607.21,767.29,600.0,750.94,600.0,767.29,1.0,B,4,91,7.54,32.812,48.311,B
10,11,5.0,frame_000011.jpg,16,559.45,792.6,580.55,835.84,570.0,814.22,570.0,835.84,1.0,B,1,42,7.52,31.172,52.627,B
10,11,5.0,frame_000011.jpg,17,669.84,779.41,687.66,823.71,678.75,801.56,678.75,823.71,1.0,B,2,2,15.02,37.119,51.863,B
10,11,5.0,frame_000011.jpg,18,1031.95,840.06,1053.05,889.63,1042.5,864.84,1042.5,889.63,1.0,B,21,2,7.72,57.012,56.014,B
11,12,5.5,frame_000012.jpg,0,1536.5,786.93,1553.5,833.07,1545.0,810.0,1545.0,833.07,1.0,B,19,20,7.5,84.492,52.453,B
11,12,5.5,frame_000012.jpg,1,1365.29,730.37,1379.71,763.07,1372.5,746.72,1372.5,763.07,1.0,B,18,2,7.67,75.059,48.045,B
11,12,5.5,frame_000012.jpg,2,1366.29,702.22,1378.71,732.15,1372.5,717.19,1372.5,732.15,1.0,B,22,2,9.56,75.059,46.098,B
11,12,5.5,frame_000012.jpg,3,1221.8,746.46,1238.2,780.73,1230.0,763.59,1230.0,780.73,1.0,B,16,37,7.76,67.266,49.157,B
11,12,5.5,frame_000012.jpg,4,1161.8,757.79,1178.2,794.71,1170.0,776.25,1170.0,794.71,1.0,B,14,37,0.53,63.984,50.037,B
11,12,5.5,frame_000012.jpg,5,1163.79,711.72,1176.21,739.53,1170.0,725.62,1170.0,739.53,1.0,B,15,2,5.28,63.984,46.563,B
11,12,5.5,frame_000012.jpg,6,998.79,706.44,1011.21,736.37,1005.0,721.41,1005.0,736.37,1.0,B,10,2,2.17,54.961,46.364,B
11,12,5.5,frame_000012.jpg,7,953.79,704.73,966.21,738.08,960.0,721.41,960.0,738.08,1.0,B,9,2,7.51,52.5,46.472,B
11,12,5.5,frame_000012.jpg,8,961.29,734.59,973.71,767.29,967.5,750.94,967.5,767.29,1.0,B,11,2,0.0,52.91,48.311,B
11,12,5.5,frame_000012.jpg,9,997.79,778.89,1012.21,815.8,1005.0,797.34,1005.0,815.8,1.0,B,13,2,2.9,54.961,51.365,B
11,12,5.5,frame_000012.jpg,10,1046.95,843.62,1068.05,894.51,1057.5,869.06,1057.5,894.51,1.0,B,21,2,15.77,57.832,56.321,B
11,12,5.5,frame_000012.jpg,11,875.04,745.66,887.46,773.09,881.25,759.38,881.25,773.09,1.0,B,8,2,7.6,48.193,48.676,B
11,12,5.5,frame_000012.jpg,12,800.04,707.7,812.46,735.12,806.25,721.41,806.25,735.12,1.0,B,6,2,11.32,44.092,46.285,B
11,12,5.5,frame_000012.jpg,13,837.54,687.06,849.96,713.56,843.75,700.31,843.75,713.56,1.0,B,7,2,7.65,46.143,44.928,B
11,12,5.5,frame_000012.jpg,14,740.04,679.28,752.46,704.47,746.25,691.88,746.25,704.47,1.0,B,5,2,4.18,40.811,44.356,B
11,12,5.5,frame_000012.jpg,15,675.94,722.46,689.06,754.1,682.5,738.28,682.5,754.1,1.0,B,3,2,14.06,37.324,47.48,B
11,12,5.5,frame_000012.jpg,16,600.94,734.59,614.06,767.29,607.5,750.94,607.5,767.29,1.0,B,4,91,7.5,33.223,48.311,B
11,12,5.5,frame_000012.jpg,17,572.93,792.86,589.57,835.58,581.25,814.22,581.25,835.58,1.0,B,1,42,11.25,31.787,52.611,B
11,12,5.5,frame_000012.jpg,18,688.59,781.66,706.41,821.47,697.5,801.56,697.5,821.47,1.0,B,2,2,18.88,38.145,51.722,B
11,12,5.5,frame_000012.jpg,19,800.04,707.7,812.46,735.12,806.25,721.41,806.25,735.12,1.0,B,23,71,,44.092,46.285,B
12,13,6.0,frame_000013.jpg,0,1035.88,842.43,1064.12,895.69,1050.0,869.06,1050.0,895.69,1.0,B,21,2,7.59,57.422,56.395,B
12,13,6.0,frame_000013.jpg,1,701.07,783.11,723.93,828.46,712.5,805.78,712.5,828.46,1.0,B,2,2,16.55,38.965,52.162,B
12,13,6.0,frame_000013.jpg,2,578.85,791.54,598.65,836.89,588.75,814.22,588.75,836.89,1.0,B,1,42,7.61,32.197,52.693,B
12,13,6.0,frame_000013.jpg,3,610.08,734.59,627.42,767.29,618.75,750.94,618.75,767.29,1.0,B,4,91,11.25,33.838,48.311,B
12,13,6.0,frame_000013.jpg,4,686.95,722.33,708.05,754.23,697.5,738.28,697.5,754.23,1.0,B,3,2,15.0,38.145,47.489,B
12,13,6.0,frame_000013.jpg,5,746.54,679.15,760.96,704.6,753.75,691.88,753.75,704.6,1.0,B,5,2,7.5,41.221,44.364,B
12,13,6.0,frame_000013.jpg,6,810.29,706.44,824.71,736.37,817.5,721.41,817.5,736.37,1.0,B,6,2,11.32,44.707,46.364,B
