frame,source_frame,time,filename,detection_id,x1,y1,x2,y2,center_x,center_y,foot_x,foot_y,confidence,team_hint,player_id,track_distance
1,2,0.5,frame_000002.jpg,14,1297.79,725.82,1312.21,759.18,1305.0,742.5,1305.0,759.18,1.0,B,17,92.85
1,2,0.5,frame_000002.jpg,15,1388.79,707.7,1401.21,735.12,1395.0,721.41,1395.0,735.12,1.0,B,18,122.51
1,2,0.5,frame_000002.jpg,16,1471.26,785.87,1483.74,825.69,1477.5,805.78,1477.5,825.69,1.0,B,19,
1,2,0.5,frame_000002.jpg,17,1171.29,710.66,1183.71,740.59,1177.5,725.62,1177.5,740.59,1.0,B,15,7.5
1,2,0.5,frame_000002.jpg,18,1006.73,706.44,1018.27,736.37,1012.5,721.41,1012.5,736.37,1.0,B,20,
3,4,1.5,frame_000004.jpg,0,1474.45,783.11,1495.55,828.46,1485.0,805.78,1485.0,828.46,1.0,B,19,8.0
3,4,1.5,frame_000004.jpg,1,1320.29,736.17,1334.71,765.7,1327.5,750.94,1327.5,765.7,1.0,B,17,23.43
3,4,1.5,frame_000004.jpg,2,1271.95,747.51,1293.05,788.12,1282.5,767.81,1282.5,788.12,1.0,B,16,7.83
3,4,1.5,frame_000004.jpg,3,1159.45,757.79,1180.55,794.71,1170.0,776.25,1170.0,794.71,1.0,B,14,0.53
3,4,1.5,frame_000004.jpg,4,1011.68,780.21,1028.32,822.92,1020.0,801.56,1020.0,822.92,1.0,B,12,8.0
3,4,1.5,frame_000004.jpg,5,1046.95,818.31,1068.05,869.19,1057.5,843.75,1057.5,869.19,1.0,B,13,15.19
3,4,1.5,frame_000004.jpg,6,1162.79,710.66,1177.21,740.59,1170.0,725.62,1170.0,740.59,1.0,B,15,7.5
3,4,1.5,frame_000004.jpg,7,1006.29,708.49,1018.71,742.76,1012.5,725.62,1012.5,742.76,1.0,B,10,2.17
3,4,1.5,frame_000004.jpg,8,953.12,703.34,966.88,739.47,960.0,721.41,960.0,739.47,1.0,B,9,0.93
3,4,1.5,frame_000004.jpg,9,967.79,730.9,982.21,762.54,975.0,746.72,975.0,762.54,1.0,B,11,1.06
3,4,1.5,frame_000004.jpg,10,821.54,738.81,835.96,771.5,828.75,755.16,828.75,771.5,1.0,B,8,12.57
3,4,1.5,frame_000004.jpg,11,788.79,682.58,801.21,709.61,795.0,696.09,795.0,709.61,1.0,B,7,11.25
3,4,1.5,frame_000004.jpg,12,736.29,703.48,748.71,730.9,742.5,717.19,742.5,730.9,1.0,B,6,3.75
3,4,1.5,frame_000004.jpg,13,706.73,670.85,718.27,696.03,712.5,683.44,712.5,696.03,1.0,B,5,7.5
3,4,1.5,frame_000004.jpg,14,586.29,714.02,598.71,745.66,592.5,729.84,592.5,745.66,1.0,B,4,12.54
3,4,1.5,frame_000004.jpg,15,547.79,730.37,562.21,763.07,555.0,746.72,555.0,763.07,1.0,B,3,8.61
3,4,1.5,frame_000004.jpg,16,501.5,786.93,518.5,833.07,510.0,810.0,510.0,833.07,1.0,B,1,18.75
3,4,1.5,frame_000004.jpg,17,561.68,773.75,578.32,812.5,570.0,793.12,570.0,812.5,1.0,B,2,19.11
7,8,3.5,frame_000008.jpg,0,530.86,792.07,556.64,836.37,543.75,814.22,543.75,836.37,1.0,B,1,33.91
7,8,3.5,frame_000008.jpg,1,615.7,776.91,636.8,817.78,626.25,797.34,626.25,817.78,1.0,B,2,56.5
7,8,3.5,frame_000008.jpg,2,572.58,736.04,589.92,765.83,581.25,750.94,581.25,765.83,1.0,B,4,23.1
7,8,3.5,frame_000008.jpg,3,626.54,714.02,640.96,745.66,633.75,729.84,633.75,745.66,1.0,B,3,80.65
7,8,3.5,frame_000008.jpg,4,717.54,673.95,729.96,701.37,723.75,687.66,723.75,701.37,1.0,B,5,12.45
7,8,3.5,frame_000008.jpg,5,762.54,706.44,774.96,736.37,768.75,721.41,768.75,736.37,1.0,B,6,26.81
7,8,3.5,frame_000008.jpg,6,807.54,686.6,819.96,714.02,813.75,700.31,813.75,714.02,1.0,B,7,19.26
7,8,3.5,frame_000008.jpg,7,848.79,740.19,861.21,770.12,855.0,755.16,855.0,770.12,1.0,B,8,26.29
7,8,3.5,frame_000008.jpg,8,961.29,734.59,973.71,767.29,967.5,750.94,967.5,767.29,1.0,B,11,8.88
7,8,3.5,frame_000008.jpg,9,997.79,778.89,1012.21,815.8,1005.0,797.34,1005.0,815.8,1.0,B,12,16.6
7,8,3.5,frame_000008.jpg,10,1039.45,832.54,1060.55,880.27,1050.0,856.41,1050.0,880.27,1.0,B,13,13.38
7,8,3.5,frame_000008.jpg,11,1161.8,757.79,1178.2,794.71,1170.0,776.25,1170.0,794.71,1.0,B,14,0.0
7,8,3.5,frame_000008.jpg,12,1162.79,711.91,1177.21,739.34,1170.0,725.62,1170.0,739.34,1.0,B,15,1.25
7,8,3.5,frame_000008.jpg,13,1267.79,757.07,1282.21,786.99,1275.0,772.03,1275.0,786.99,1.0,B,16,7.58
7,8,3.5,frame_000008.jpg,14,1321.29,727.73,1333.71,757.27,1327.5,742.5,1327.5,757.27,1.0,B,17,8.43
7,8,3.5,frame_000008.jpg,15,1365.94,741.91,1379.06,768.41,1372.5,755.16,1372.5,768.41,1.0,B,19,127.52
7,8,3.5,frame_000008.jpg,16,1366.29,706.44,1378.71,736.37,1372.5,721.41,1372.5,736.37,1.0,B,21,
7,8,3.5,frame_000008.jpg,17,1506.09,784.16,1523.91,827.4,1515.0,805.78,1515.0,827.4,1.0,B,22,
7,8,3.5,frame_000008.jpg,18,998.79,706.44,1011.21,736.37,1005.0,721.41,1005.0,736.37,1.0,B,10,9.85
7,8,3.5,frame_000008.jpg,19,960.94,706.44,974.06,736.37,967.5,721.41,967.5,736.37,1.0,B,9,8.12
8,9,4.0,frame_000009.jpg,0,1044.67,835.31,1070.33,885.94,1057.5,860.62,1057.5,885.94,1.0,B,13,9.4
8,9,4.0,frame_000009.jpg,1,996.68,772.69,1013.32,813.56,1005.0,793.12,1005.0,813.56,1.0,B,12,2.24
8,9,4.0,frame_000009.jpg,2,1159.45,755.95,1180.55,796.55,1170.0,776.25,1170.0,796.55,1.0,B,14,1.84
8,9,4.0,frame_000009.jpg,3,1251.09,748.7,1268.91,786.93,1260.0,767.81,1260.0,786.93,1.0,B,16,15.0
8,9,4.0,frame_000009.jpg,4,1365.29,728.66,1379.71,764.78,1372.5,746.72,1372.5,764.78,1.0,B,19,3.63
8,9,4.0,frame_000009.jpg,5,1372.79,704.27,1387.21,738.54,1380.0,721.41,1380.0,738.54,1.0,B,21,7.81
8,9,4.0,frame_000009.jpg,6,1513.59,787.85,1531.41,832.15,1522.5,810.0,1522.5,832.15,1.0,B,22,8.88
8,9,4.0,frame_000009.jpg,7,1162.79,710.66,1177.21,740.59,1170.0,725.62,1170.0,740.59,1.0,B,15,1.25
8,9,4.0,frame_000009.jpg,8,998.79,710.66,1011.21,740.59,1005.0,725.62,1005.0,740.59,1.0,B,10,4.22
8,9,4.0,frame_000009.jpg,9,961.29,734.59,973.71,767.29,967.5,750.94,967.5,767.29,1.0,B,11,0.0
8,9,4.0,frame_000009.jpg,10,953.12,704.27,966.88,738.54,960.0,721.41,960.0,738.54,1.0,B,9,7.81
8,9,4.0,frame_000009.jpg,11,815.04,685.35,827.46,715.28,821.25,700.31,821.25,715.28,1.0,B,7,7.61
8,9,4.0,frame_000009.jpg,12,773.79,706.44,786.21,736.37,780.0,721.41,780.0,736.37,1.0,B,6,11.25
8,9,4.0,frame_000009.jpg,13,642.54,713.17,654.96,746.52,648.75,729.84,648.75,746.52,1.0,B,3,15.02
8,9,4.0,frame_000009.jpg,14,582.54,734.59,594.96,767.29,588.75,750.94,588.75,767.29,1.0,B,4,7.64
8,9,4.0,frame_000009.jpg,15,545.86,792.33,564.14,836.1,555.0,814.22,555.0,836.1,1.0,B,1,11.25
8,9,4.0,frame_000009.jpg,16,639.61,780.21,657.89,822.92,648.75,801.56,648.75,822.92,1.0,B,2,23.08
9,10,4.5,frame_000010.jpg,0,1038.57,838.21,1061.43,891.47,1050.0,864.84,1050.0,891.47,1.0,B,13,9.32
9,10,4.5,frame_000010.jpg,1,996.68,771.77,1013.32,814.48,1005.0,793.12,1005.0,814.48,1.0,B,12,0.92
9,10,4.5,frame_000010.jpg,2,1159.45,755.95,1180.55,796.55,1170.0,776.25,1170.0,796.55,1.0,B,14,0.0
9,10,4.5,frame_000010.jpg,3,1241.95,747.91,1263.05,787.72,1252.5,767.81,1252.5,787.72,1.0,B,16,7.54
9,10,4.5,frame_000010.jpg,4,1161.91,709.8,1178.09,741.45,1170.0,725.62,1170.0,741.45,1.0,B,15,0.86
9,10,4.5,frame_000010.jpg,5,1342.79,720.22,1357.21,756.34,1350.0,738.28,1350.0,756.34,1.0,B,17,22.52
9,10,4.5,frame_000010.jpg,6,1372.79,704.73,1387.21,738.08,1380.0,721.41,1380.0,738.08,1.0,B,21,0.46
9,10,4.5,frame_000010.jpg,7,1520.1,787.19,1539.9,832.81,1530.0,810.0,1530.0,832.81,1.0,B,22,7.53
9,10,4.5,frame_000010.jpg,8,998.12,703.34,1011.88,739.47,1005.0,721.41,1005.0,739.47,1.0,B,10,1.12
9,10,4.5,frame_000010.jpg,9,960.29,702.95,974.71,739.86,967.5,721.41,967.5,739.86,1.0,B,9,7.62
9,10,4.5,frame_000010.jpg,10,953.12,699.13,966.88,735.25,960.0,717.19,960.0,735.25,1.0,B,11,32.91
9,10,4.5,frame_000010.jpg,11,860.04,740.19,872.46,770.12,866.25,755.16,866.25,770.12,1.0,B,8,11.25
9,10,4.5,frame_000010.jpg,12,821.54,685.35,835.96,715.28,828.75,700.31,828.75,715.28,1.0,B,7,7.5
9,10,4.5,frame_000010.jpg,13,781.29,706.44,793.71,736.37,787.5,721.41,787.5,736.37,1.0,B,6,7.5
9,10,4.5,frame_000010.jpg,14,728.79,672.69,741.21,702.62,735.0,687.66,735.0,702.62,1.0,B,5,11.32
9,10,4.5,frame_000010.jpg,15,652.79,716.0,667.21,752.12,660.0,734.06,660.0,752.12,1.0,B,3,12.57
9,10,4.5,frame_000010.jpg,16,586.29,734.59,598.71,767.29,592.5,750.94,592.5,767.29,1.0,B,4,3.75
9,10,4.5,frame_000010.jpg,17,552.6,792.07,572.4,836.37,562.5,814.22,562.5,836.37,1.0,B,1,7.5
9,10,4.5,frame_000010.jpg,18,655.43,780.21,672.07,822.92,663.75,801.56,663.75,822.92,1.0,B,2,15.0
10,11,5.0,frame_000011.jpg,0,1527.6,787.19,1547.4,832.81,1537.5,810.0,1537.5,832.81,1.0,B,22,7.5
10,11,5.0,frame_000011.jpg,1,1355.45,731.95,1374.55,761.48,1365.0,746.72,1365.0,761.48,1.0,B,19,8.19
10,11,5.0,frame_000011.jpg,2,1372.5,704.73,1387.5,738.08,1380.0,721.41,1380.0,738.08,1.0,B,21,0.0
10,11,5.0,frame_000011.jpg,3,1228.59,744.48,1246.41,782.71,1237.5,763.59,1237.5,782.71,1.0,B,16,15.81
10,11,5.0,frame_000011.jpg,4,1163.79,714.88,1176.21,744.81,1170.0,729.84,1170.0,744.81,1.0,B,15,3.36
10,11,5.0,frame_000011.jpg,5,1159.45,758.32,1180.55,794.18,1170.0,776.25,1170.0,794.18,1.0,B,14,2.37
10,11,5.0,frame_000011.jpg,6,998.12,775.99,1011.88,818.7,1005.0,797.34,1005.0,818.7,1.0,B,12,4.22
10,11,5.0,frame_000011.jpg,7,997.79,704.27,1012.21,738.54,1005.0,721.41,1005.0,738.54,1.0,B,10,0.93
10,11,5.0,frame_000011.jpg,8,960.29,704.27,974.71,738.54,967.5,721.41,967.5,738.54,1.0,B,9,1.32
10,11,5.0,frame_000011.jpg,9,960.29,734.59,974.71,767.29,967.5,750.94,967.5,767.29,1.0,B,11,32.91
10,11,5.0,frame_000011.jpg,10,867.54,744.41,879.96,774.34,873.75,759.38,873.75,774.34,1.0,B,8,8.61
10,11,5.0,frame_000011.jpg,11,830.04,685.55,842.46,715.08,836.25,700.31,836.25,715.08,1.0,B,7,7.5
10,11,5.0,frame_000011.jpg,12,787.79,706.44,802.21,736.37,795.0,721.41,795.0,736.37,1.0,B,6,7.5
10,11,5.0,frame_000011.jpg,13,735.29,672.69,749.71,702.62,742.5,687.66,742.5,702.62,1.0,B,5,7.5
10,11,5.0,frame_000011.jpg,14,664.04,714.02,678.46,745.66,671.25,729.84,671.25,745.66,1.0,B,3,12.97
10,11,5.0,frame_000011.jpg,15,592.79,734.59,607.21,767.29,600.0,750.94,600.0,767.29,1.0,B,4,7.5
10,11,5.0,frame_000011.jpg,16,559.45,792.6,580.55,835.84,570.0,814.22,570.0,835.84,1.0,B,1,7.52
10,11,5.0,frame_000011.jpg,17,669.84,779.41,687.66,823.71,678.75,801.56,678.75,823.71,1.0,B,2,15.02
10,11,5.0,frame_000011.jpg,18,1031.95,840.06,1053.05,889.63,1042.5,864.84,1042.5,889.63,1.0,B,13,7.72
11,12,5.5,frame_000012.jpg,0,1536.5,786.93,1553.5,833.07,1545.0,810.0,1545.0,833.07,1.0,B,22,7.5
11,12,5.5,frame_000012.jpg,1,1365.29,730.37,1379.71,763.07,1372.5,746.72,1372.5,763.07,1.0,B,19,7.67
11,12,5.5,frame_000012.jpg,2,1366.29,702.22,1378.71,732.15,1372.5,717.19,1372.5,732.15,1.0,B,21,9.56
11,12,5.5,frame_000012.jpg,3,1221.8,746.46,1238.2,780.73,1230.0,763.59,1230.0,780.73,1.0,B,16,7.76
11,12,5.5,frame_000012.jpg,4,1161.8,757.79,1178.2,794.71,1170.0,776.25,1170.0,794.71,1.0,B,14,0.53
11,12,5.5,frame_000012.jpg,5,1163.79,711.72,1176.21,739.53,1170.0,725.62,1170.0,739.53,1.0,B,15,5.28
11,12,5.5,frame_000012.jpg,6,998.79,706.44,1011.21,736.37,1005.0,721.41,1005.0,736.37,1.0,B,10,2.17
11,12,5.5,frame_000012.jpg,7,953.79,704.73,966.21,738.08,960.0,721.41,960.0,738.08,1.0,B,9,7.51
11,12,5.5,frame_000012.jpg,8,961.29,734.59,973.71,767.29,967.5,750.94,967.5,767.29,1.0,B,11,0.0
11,12,5.5,frame_000012.jpg,9,997.79,778.89,1012.21,815.8,1005.0,797.34,1005.0,815.8,1.0,B,12,2.9
11,12,5.5,frame_000012.jpg,10,1046.95,843.62,1068.05,894.51,1057.5,869.06,1057.5,894.51,1.0,B,13,15.77
11,12,5.5,frame_000012.jpg,11,875.04,745.66,887.46,773.09,881.25,759.38,881.25,773.09,1.0,B,8,7.6
11,12,5.5,frame_000012.jpg,12,800.04,707.7,812.46,735.12,806.25,721.41,806.25,735.12,1.0,B,6,11.32
11,12,5.5,frame_000012.jpg,13,837.54,687.06,849.96,713.56,843.75,700.31,843.75,713.56,1.0,B,7,7.65
11,12,5.5,frame_000012.jpg,14,740.04,679.28,752.46,704.47,746.25,691.88,746.25,704.47,1.0,B,5,4.18
11,12,5.5,frame_000012.jpg,15,675.94,722.46,689.06,754.1,682.5,738.28,682.5,754.1,1.0,B,3,14.06
11,12,5.5,frame_000012.jpg,16,600.94,734.59,614.06,767.29,607.5,750.94,607.5,767.29,1.0,B,4,7.5
11,12,5.5,frame_000012.jpg,17,572.93,792.86,589.57,835.58,581.25,814.22,581.25,835.58,1.0,B,1,11.25
11,12,5.5,frame_000012.jpg,18,688.59,781.66,706.41,821.47,697.5,801.56,697.5,821.47,1.0,B,2,18.88
11,12,5.5,frame_000012.jpg,19,800.04,707.7,812.46,735.12,806.25,721.41,806.25,735.12,1.0,B,23,
12,13,6.0,frame_000013.jpg,0,1035.88,842.43,1064.12,895.69,1050.0,869.06,1050.0,895.69,1.0,B,13,7.59
12,13,6.0,frame_000013.jpg,1,701.07,783.11,723.93,828.46,712.5,805.78,712.5,828.46,1.0,B,2,16.55
12,13,6.0,frame_000013.jpg,2,578.85,791.54,598.65,836.89,588.75,814.22,588.75,836.89,1.0,B,1,7.61
12,13,6.0,frame_000013.jpg,3,610.08,734.59,627.42,767.29,618.75,750.94,618.75,767.29,1.0,B,4,11.25
12,13,6.0,frame_000013.jpg,4,686.95,722.33,708.05,754.23,697.5,738.28,697.5,754.23,1.0,B,3,15.0
12,13,6.0,frame_000013.jpg,5,746.54,679.15,760.96,704.6,753.75,691.88,753.75,704.6,1.0,B,5,7.5
12,13,6.0,frame_000013.jpg,6,810.29,706.44,824.71,736.37,817.5,721.41,817.5,736.37,1.0,B,6,11.32
12,13,6.0,frame_000013.jpg,7,845.04,685.55,857.46,715.08,851.25,700.31,851.25,715.08,1.0,B,7,7.65
12,13,6.0,frame_000013.jpg,8,953.12,704.27,966.88,738.54,960.0,721.41,960.0,738.54,1.0,B,9,0.46
12,13,6.0,frame_000013.jpg,9,998.79,704.27,1011.21,738.54,1005.0,721.41,1005.0,738.54,1.0,B,10,2.17
12,13,6.0,frame_000013.jpg,10,960.29,734.59,974.71,767.29,967.5,750.94,967.5,767.29,1.0,B,11,0.0
12,13,6.0,frame_000013.jpg,11,881.54,745.66,895.96,773.09,888.75,759.38,888.75,773.09,1.0,B,8,7.5
12,13,6.0,frame_000013.jpg,12,996.68,781.66,1013.32,821.47,1005.0,801.56,1005.0,821.47,1.0,B,12,5.67
12,13,6.0,frame_000013.jpg,13,1159.45,757.79,1180.55,794.71,1170.0,776.25,1170.0,794.71,1.0,B,14,0.0
12,13,6.0,frame_000013.jpg,14,1213.59,745.53,1231.41,781.66,1222.5,763.59,1222.5,781.66,1.0,B,16,7.56
12,13,6.0,frame_000013.jpg,15,1146.45,711.12,1163.55,740.13,1155.0,725.62,1155.0,740.13,1.0,B,15,15.01
12,13,6.0,frame_000013.jpg,16,1371.5,714.88,1388.5,744.81,1380.0,729.84,1380.0,744.81,1.0,B,21,14.71
12,13,6.0,frame_000013.jpg,17,1363.59,726.68,1381.41,758.32,1372.5,742.5,1372.5,758.32,1.0,B,19,4.75
12,13,6.0,frame_000013.jpg,18,1542.6,792.07,1562.4,836.37,1552.5,814.22,1552.5,836.37,1.0,B,22,8.19
15,16,7.5,frame_000016.jpg,0,1036.64,842.43,1063.36,895.69,1050.0,869.06,1050.0,895.69,1.0,B,13,0.0
15,16,7.5,frame_000016.jpg,1,738.57,790.36,761.43,838.08,750.0,814.22,750.0,838.08,1.0,B,2,38.71
15,16,7.5,frame_000016.jpg,2,602.7,791.54,627.3,836.89,615.0,814.22,615.0,836.89,1.0,B,1,26.25
15,16,7.5,frame_000016.jpg,3,675.29,729.58,689.71,763.86,682.5,746.72,682.5,763.86,1.0,B,3,17.83
15,16,7.5,frame_000016.jpg,4,731.54,721.14,745.96,755.42,738.75,738.28,738.75,755.42,1.0,B,5,52.99
15,16,7.5,frame_000016.jpg,5,770.04,679.28,782.46,704.47,776.25,691.88,776.25,704.47,1.0,B,23,42.89
15,16,7.5,frame_000016.jpg,6,845.04,710.66,857.46,740.59,851.25,725.62,851.25,740.59,1.0,B,7,25.51
15,16,7.5,frame_000016.jpg,7,871.29,689.77,883.71,719.3,877.5,704.53,877.5,719.3,1.0,B,8,54.95
15,16,7.5,frame_000016.jpg,8,961.29,702.22,973.71,732.15,967.5,717.19,967.5,732.15,1.0,B,9,9.85
15,16,7.5,frame_000016.jpg,9,953.79,702.22,966.21,732.15,960.0,717.19,960.0,732.15,1.0,B,11,35.93
15,16,7.5,frame_000016.jpg,10,991.29,706.44,1003.71,736.37,997.5,721.41,997.5,736.37,1.0,B,10,7.81
15,16,7.5,frame_000016.jpg,11,960.29,731.76,974.71,761.68,967.5,746.72,967.5,761.68,1.0,B,12,70.58
15,16,7.5,frame_000016.jpg,12,901.29,742.57,913.71,767.75,907.5,755.16,907.5,767.75,1.0,B,6,95.31
15,16,7.5,frame_000016.jpg,13,841.29,711.65,853.71,739.6,847.5,725.62,847.5,739.6,1.0,B,24,
15,16,7.5,frame_000016.jpg,14,1126.29,710.66,1138.71,740.59,1132.5,725.62,1132.5,740.59,1.0,B,15,22.5
15,16,7.5,frame_000016.jpg,15,1159.45,758.19,1180.55,794.31,1170.0,776.25,1170.0,794.31,1.0,B,14,0.4
15,16,7.5,frame_000016.jpg,16,1191.09,738.02,1208.91,772.29,1200.0,755.16,1200.0,772.29,1.0,B,16,24.37
15,16,7.5,frame_000016.jpg,17,1336.29,716.4,1348.71,743.29,1342.5,729.84,1342.5,743.29,1.0,B,19,33.55
15,16,7.5,frame_000016.jpg,18,1373.79,707.7,1386.21,735.12,1380.0,721.41,1380.0,735.12,1.0,B,21,9.69
15,16,7.5,frame_000016.jpg,19,1402.79,729.05,1417.21,755.95,1410.0,742.5,1410.0,755.95,1.0,B,25,
15,16,7.5,frame_000016.jpg,20,1557.6,791.15,1577.4,837.29,1567.5,814.22,1567.5,837.29,1.0,B,22,15.03
15,16,7.5,frame_000016.jpg,21,990.62,781.66,1004.38,821.47,997.5,801.56,997.5,821.47,1.0,B,26,
15,16,7.5,frame_000016.jpg,22,605.1,792.6,624.9,835.84,615.0,814.22,615.0,835.84,1.0,B,4,68.65
16,17,8.0,frame_000017.jpg,0,616.29,790.75,636.21,837.69,626.25,814.22,626.25,837.69,1.0,B,1,11.28
16,17,8.0,frame_000017.jpg,1,754.45,794.97,775.55,841.9,765.0,818.44,765.0,841.9,1.0,B,2,15.48
16,17,8.0,frame_000017.jpg,2,980.86,780.21,999.14,822.92,990.0,801.56,990.0,822.92,1.0,B,26,7.64
16,17,8.0,frame_000017.jpg,3,1046.95,843.75,1068.05,894.38,1057.5,869.06,1057.5,894.38,1.0,B,13,7.61
16,17,8.0,frame_000017.jpg,4,1159.45,757.79,1180.55,794.71,1170.0,776.25,1170.0,794.71,1.0,B,14,0.4
16,17,8.0,frame_000017.jpg,5,1181.95,741.31,1203.05,777.44,1192.5,759.38,1192.5,777.44,1.0,B,16,9.1
16,17,8.0,frame_000017.jpg,6,1125.29,710.66,1139.71,740.59,1132.5,725.62,1132.5,740.59,1.0,B,15,0.0
16,17,8.0,frame_000017.jpg,7,960.29,734.59,974.71,767.29,967.5,750.94,967.5,767.29,1.0,B,12,5.61
16,17,8.0,frame_000017.jpg,8,952.79,706.44,967.21,736.37,960.0,721.41,960.0,736.37,1.0,B,11,4.22
16,17,8.0,frame_000017.jpg,9,883.36,689.57,894.14,719.49,888.75,704.53,888.75,719.49,1.0,B,8,11.25
16,17,8.0,frame_000017.jpg,10,852.54,717.25,864.96,742.43,858.75,729.84,858.75,742.43,1.0,B,7,7.72
16,17,8.0,frame_000017.jpg,11,742.79,721.6,757.21,754.96,750.0,738.28,750.0,754.96,1.0,B,5,11.26
16,17,8.0,frame_000017.jpg,12,705.29,730.04,719.71,763.4,712.5,746.72,712.5,763.4,1.0,B,3,30.0
16,17,8.0,frame_000017.jpg,13,781.29,677.9,793.71,705.85,787.5,691.88,787.5,705.85,1.0,B,23,11.33
16,17,8.0,frame_000017.jpg,14,778.97,679.28,788.53,704.47,783.75,691.88,783.75,704.47,1.0,B,24,72.79
16,17,8.0,frame_000017.jpg,15,998.79,710.66,1011.21,740.59,1005.0,725.62,1005.0,740.59,1.0,B,10,8.61
16,17,8.0,frame_000017.jpg,16,961.73,703.48,973.27,730.9,967.5,717.19,967.5,730.9,1.0,B,9,1.25
16,17,8.0,frame_000017.jpg,17,883.36,690.82,894.14,718.24,888.75,704.53,888.75,718.24,1.0,B,6,52.94
16,17,8.0,frame_000017.jpg,18,1336.29,710.66,1348.71,740.59,1342.5,725.62,1342.5,740.59,1.0,B,19,2.7
16,17,8.0,frame_000017.jpg,19,1373.79,702.22,1386.21,732.15,1380.0,717.19,1380.0,732.15,1.0,B,21,2.97
