frame,source_frame,time,filename,detection_id,x1,y1,x2,y2,center_x,center_y,foot_x,foot_y,confidence,team_hint,player_id,track_distance,x_pitch,y_pitch,in_pitch,team,team_g1g2
1,2,0.5,frame_000002.jpg,1,540.7,769.0,561.8,808.81,551.25,788.91,551.25,808.81,1.0,B,2,9.02,26.245,54.884,1,B,G2
1,2,0.5,frame_000002.jpg,2,574.04,716.92,588.46,751.2,581.25,734.06,581.25,751.2,1.0,B,4,7.5,24.706,39.461,1,B,?
1,2,0.5,frame_000002.jpg,3,540.29,725.82,554.71,759.18,547.5,742.5,547.5,759.18,1.0,B,3,3.85,22.736,41.891,1,B,?
1,2,0.5,frame_000002.jpg,4,695.04,670.85,707.46,696.03,701.25,683.44,701.25,696.03,1.0,B,5,3.75,30.949,19.089,1,B,?
1,2,0.5,frame_000002.jpg,5,732.54,703.48,744.96,730.9,738.75,717.19,738.75,730.9,1.0,B,6,0.0,35.961,32.751,1,B,?
1,2,0.5,frame_000002.jpg,6,777.54,682.65,789.96,709.54,783.75,696.09,783.75,709.54,1.0,B,7,0.0,38.919,24.746,1,B,?
1,2,0.5,frame_000002.jpg,7,811.29,735.97,823.71,765.9,817.5,750.94,817.5,765.9,1.0,B,8,8.61,43.052,43.856,1,B,?
1,2,0.5,frame_000002.jpg,8,952.79,704.27,967.21,738.54,960.0,721.41,960.0,738.54,1.0,B,9,0.0,53.821,35.37,1,B,?
1,2,0.5,frame_000002.jpg,9,1006.29,710.66,1018.71,740.59,1012.5,725.62,1012.5,740.59,1.0,B,10,2.05,57.936,36.053,1,B,?
1,2,0.5,frame_000002.jpg,10,969.61,731.95,980.39,761.48,975.0,746.72,975.0,761.48,1.0,B,11,4.21,54.675,42.572,1,B,?
1,2,0.5,frame_000002.jpg,11,1020.29,785.87,1034.71,825.69,1027.5,805.78,1027.5,825.69,1.0,B,12,9.89,57.243,58.615,1,B,?
1,2,0.5,frame_000002.jpg,12,1064.06,820.68,1080.94,866.82,1072.5,843.75,1072.5,866.82,1.0,B,13,7.53,59.172,66.58,1,B,?
1,2,0.5,frame_000002.jpg,13,1161.8,758.32,1178.2,794.18,1170.0,776.25,1170.0,794.18,1.0,B,14,0.53,67.557,51.393,1,B,?
1,2,0.5,frame_000002.jpg,14,1267.79,749.75,1282.21,785.87,1275.0,767.81,1275.0,785.87,1.0,B,16,41.72,75.252,49.293,1,B,?
1,2,0.5,frame_000002.jpg,15,1297.79,725.82,1312.21,759.18,1305.0,742.5,1305.0,759.18,1.0,B,17,92.85,79.386,41.891,1,B,?
1,2,0.5,frame_000002.jpg,16,1388.79,707.7,1401.21,735.12,1395.0,721.41,1395.0,735.12,1.0,B,18,122.51,88.721,34.213,1,B,?
1,2,0.5,frame_000002.jpg,17,1471.26,785.21,1483.74,826.35,1477.5,805.78,1477.5,826.35,1.0,B,19,,85.6,58.755,1,B,?
1,2,0.5,frame_000002.jpg,18,1171.29,710.86,1183.71,740.39,1177.5,725.62,1177.5,740.39,1.0,B,15,7.5,70.959,35.987,1,B,?
1,2,0.5,frame_000002.jpg,19,1006.29,706.44,1018.71,736.37,1012.5,721.41,1012.5,736.37,1.0,B,20,,58.039,34.639,1,B,?
2,3,1.0,frame_000003.jpg,0,1475.1,783.9,1494.9,827.67,1485.0,805.78,1485.0,827.67,1.0,B,19,7.62,85.961,59.034,1,B,?
2,3,1.0,frame_000003.jpg,1,1311.33,724.04,1328.67,760.96,1320.0,742.5,1320.0,760.96,1.0,B,17,15.11,80.357,42.419,1,B,?
2,3,1.0,frame_000003.jpg,2,1264.45,746.46,1285.55,789.17,1275.0,767.81,1275.0,789.17,1.0,B,16,3.3,75.036,50.137,1,B,?
2,3,1.0,frame_000003.jpg,3,1159.45,755.95,1180.55,796.55,1170.0,776.25,1170.0,796.55,1.0,B,14,2.37,67.451,51.976,1,B,?
2,3,1.0,frame_000003.jpg,4,1010.86,783.63,1029.14,827.93,1020.0,805.78,1020.0,827.93,1.0,B,12,7.83,56.732,59.088,1,B,?
2,3,1.0,frame_000003.jpg,5,548.2,769.0,569.3,808.81,558.75,788.91,558.75,808.81,1.0,B,2,7.5,26.738,54.884,1,B,G2
2,3,1.0,frame_000003.jpg,6,491.95,788.38,513.05,831.62,502.5,810.0,502.5,831.62,1.0,B,1,11.31,24.445,59.857,1,B,?
2,3,1.0,frame_000003.jpg,7,543.16,725.36,559.34,759.64,551.25,742.5,551.25,759.64,1.0,B,3,3.78,23.05,42.028,1,B,?
2,3,1.0,frame_000003.jpg,8,581.54,717.39,595.96,750.74,588.75,734.06,588.75,750.74,1.0,B,4,7.51,25.248,39.317,1,B,?
2,3,1.0,frame_000003.jpg,9,698.79,670.85,711.21,696.03,705.0,683.44,705.0,696.03,1.0,B,5,3.75,31.289,19.089,1,B,?
2,3,1.0,frame_000003.jpg,10,736.29,702.22,748.71,732.15,742.5,717.19,742.5,732.15,1.0,B,6,3.95,36.315,33.188,1,B,?
2,3,1.0,frame_000003.jpg,11,781.29,682.19,793.71,710.0,787.5,696.09,787.5,710.0,1.0,B,7,3.78,39.26,24.93,1,B,?
2,3,1.0,frame_000003.jpg,12,815.04,735.97,827.46,765.9,821.25,750.94,821.25,765.9,1.0,B,8,3.75,43.327,43.856,1,B,?
2,3,1.0,frame_000003.jpg,13,953.12,702.95,966.88,739.86,960.0,721.41,960.0,739.86,1.0,B,9,1.32,53.805,35.811,1,B,?
2,3,1.0,frame_000003.jpg,14,998.79,709.8,1011.21,741.45,1005.0,725.62,1005.0,741.45,1.0,B,10,7.55,57.325,36.337,1,B,?
2,3,1.0,frame_000003.jpg,15,1006.29,710.66,1018.71,740.59,1012.5,725.62,1012.5,740.59,1.0,B,20,4.22,57.936,36.053,1,B,?
2,3,1.0,frame_000003.jpg,16,1178.79,717.25,1191.21,742.43,1185.0,729.84,1185.0,742.43,1.0,B,15,7.77,71.421,36.659,1,B,?
2,3,1.0,frame_000003.jpg,17,1013.12,784.69,1026.88,826.88,1020.0,805.78,1020.0,826.88,1.0,B,13,65.97,56.749,58.867,1,B,?
2,3,1.0,frame_000003.jpg,18,1056.5,818.31,1073.5,869.19,1065.0,843.75,1065.0,869.19,1.0,B,21,,58.695,66.996,1,B,?
2,3,1.0,frame_000003.jpg,19,1381.29,706.44,1393.71,736.37,1387.5,721.41,1387.5,736.37,1.0,B,18,7.6,87.978,34.639,1,B,?
3,4,1.5,frame_000004.jpg,0,1474.45,783.11,1495.55,828.46,1485.0,805.78,1485.0,828.46,1.0,B,19,0.79,85.894,59.2,1,B,?
3,4,1.5,frame_000004.jpg,1,1320.29,736.17,1334.71,765.7,1327.5,750.94,1327.5,765.7,1.0,B,17,8.87,80.512,43.799,1,B,?
3,4,1.5,frame_000004.jpg,2,1271.95,747.51,1293.05,788.12,1282.5,767.81,1282.5,788.12,1.0,B,16,7.57,75.623,49.87,1,B,?
3,4,1.5,frame_000004.jpg,3,1159.45,757.27,1180.55,795.23,1170.0,776.25,1170.0,795.23,1.0,B,14,1.32,67.51,51.652,1,B,?
3,4,1.5,frame_000004.jpg,4,1011.68,780.21,1028.32,822.92,1020.0,801.56,1020.0,822.92,1.0,B,13,3.96,56.815,58.023,1,B,?
3,4,1.5,frame_000004.jpg,5,1046.95,818.31,1068.05,869.19,1057.5,843.75,1057.5,869.19,1.0,B,21,7.5,58.265,66.996,1,B,?
3,4,1.5,frame_000004.jpg,6,1162.79,710.66,1177.21,740.59,1170.0,725.62,1170.0,740.59,1.0,B,15,15.11,70.355,36.053,1,B,?
3,4,1.5,frame_000004.jpg,7,1006.29,708.49,1018.71,742.76,1012.5,725.62,1012.5,742.76,1.0,B,20,2.17,57.884,36.767,1,B,?
3,4,1.5,frame_000004.jpg,8,953.12,703.34,966.88,739.47,960.0,721.41,960.0,739.47,1.0,B,9,0.39,53.81,35.681,1,B,?
3,4,1.5,frame_000004.jpg,9,967.79,730.9,982.21,762.54,975.0,746.72,975.0,762.54,1.0,B,11,1.06,54.661,42.883,1,B,?
3,4,1.5,frame_000004.jpg,10,821.54,738.81,835.96,771.5,828.75,755.16,828.75,771.5,1.0,B,8,9.36,43.965,45.439,1,B,?
3,4,1.5,frame_000004.jpg,11,788.79,682.84,801.21,709.34,795.0,696.09,795.0,709.34,1.0,B,7,7.53,39.888,24.666,1,B,?
3,4,1.5,frame_000004.jpg,12,736.29,703.48,748.71,730.9,742.5,717.19,742.5,730.9,1.0,B,6,1.25,36.265,32.751,1,B,?
3,4,1.5,frame_000004.jpg,13,706.73,670.85,718.27,696.03,712.5,683.44,712.5,696.03,1.0,B,5,7.5,31.969,19.089,1,B,?
3,4,1.5,frame_000004.jpg,14,586.29,714.02,598.71,745.66,592.5,729.84,592.5,745.66,1.0,B,4,6.31,25.181,37.707,1,B,?
3,4,1.5,frame_000004.jpg,15,547.79,730.37,562.21,763.07,555.0,746.72,555.0,763.07,1.0,B,3,5.08,23.578,43.037,1,B,?
3,4,1.5,frame_000004.jpg,16,501.5,786.93,518.5,833.07,510.0,810.0,510.0,833.07,1.0,B,1,7.64,24.995,60.155,1,B,?
3,4,1.5,frame_000004.jpg,17,561.68,773.75,578.32,812.5,570.0,793.12,570.0,812.5,1.0,B,2,11.84,27.676,55.726,1,B,G2
7,8,3.5,frame_000008.jpg,0,530.86,792.07,556.64,836.37,543.75,814.22,543.75,836.37,1.0,B,1,33.91,27.26,60.827,1,B,?
7,8,3.5,frame_000008.jpg,1,615.7,776.91,636.8,817.78,626.25,797.34,626.25,817.78,1.0,B,2,56.5,31.572,56.904,1,B,G2
7,8,3.5,frame_000008.jpg,2,572.58,736.04,589.92,765.83,581.25,750.94,581.25,765.83,1.0,B,4,23.1,25.702,43.836,1,B,?
7,8,3.5,frame_000008.jpg,3,626.54,714.02,640.96,745.66,633.75,729.84,633.75,745.66,1.0,B,3,80.65,28.387,37.707,1,B,?
7,8,3.5,frame_000008.jpg,4,717.54,673.95,729.96,701.37,723.75,687.66,723.75,701.37,1.0,B,5,12.45,33.284,21.385,1,B,?
7,8,3.5,frame_000008.jpg,5,762.54,706.44,774.96,736.37,768.75,721.41,768.75,736.37,1.0,B,6,26.81,38.578,34.639,1,B,?
7,8,3.5,frame_000008.jpg,6,807.54,686.6,819.96,714.02,813.75,700.31,813.75,714.02,1.0,B,7,19.33,41.637,26.515,1,B,?
7,8,3.5,frame_000008.jpg,7,848.79,740.19,861.21,770.12,855.0,755.16,855.0,770.12,1.0,B,8,26.29,45.849,45.054,1,B,?
7,8,3.5,frame_000008.jpg,8,961.29,734.59,973.71,767.29,967.5,750.94,967.5,767.29,1.0,B,11,8.88,54.048,44.253,1,B,?
7,8,3.5,frame_000008.jpg,9,997.79,778.89,1012.21,815.8,1005.0,797.34,1005.0,815.8,1.0,B,13,16.6,55.967,56.466,1,B,?
7,8,3.5,frame_000008.jpg,10,1039.45,832.54,1060.55,880.27,1050.0,856.41,1050.0,880.27,1.0,B,21,13.38,57.648,68.889,1,B,?
7,8,3.5,frame_000008.jpg,11,1161.09,757.79,1178.91,794.71,1170.0,776.25,1170.0,794.71,1.0,B,14,0.52,67.533,51.524,1,B,?
7,8,3.5,frame_000008.jpg,12,1162.79,711.91,1177.21,739.34,1170.0,725.62,1170.0,739.34,1.0,B,15,1.25,70.431,35.638,1,B,?
7,8,3.5,frame_000008.jpg,13,1258.59,750.67,1276.41,784.95,1267.5,767.81,1267.5,784.95,1.0,B,16,15.33,74.789,49.054,1,B,?
7,8,3.5,frame_000008.jpg,14,1321.29,727.54,1333.71,757.46,1327.5,742.5,1327.5,757.46,1.0,B,17,8.24,81.219,41.376,1,B,?
7,8,3.5,frame_000008.jpg,15,1365.94,741.91,1379.06,768.41,1372.5,755.16,1372.5,768.41,1.0,B,18,35.38,83.568,44.572,1,B,?
7,8,3.5,frame_000008.jpg,16,1366.29,706.44,1378.71,736.37,1372.5,721.41,1372.5,736.37,1.0,B,22,,86.78,34.639,1,B,?
7,8,3.5,frame_000008.jpg,17,1505.1,784.42,1524.9,827.14,1515.0,805.78,1515.0,827.14,1.0,B,19,30.03,87.893,58.922,1,B,?
7,8,3.5,frame_000008.jpg,18,998.79,706.44,1011.21,736.37,1005.0,721.41,1005.0,736.37,1.0,B,10,5.08,57.44,34.639,1,B,?
7,8,3.5,frame_000008.jpg,19,960.94,706.44,974.06,736.37,967.5,721.41,967.5,736.37,1.0,B,9,8.12,54.446,34.639,1,B,?
8,9,4.0,frame_000009.jpg,0,1044.67,835.31,1070.33,885.94,1057.5,860.62,1057.5,885.94,1.0,B,21,9.4,57.971,69.825,1,B,?
8,9,4.0,frame_000009.jpg,1,996.68,772.69,1013.32,813.56,1005.0,793.12,1005.0,813.56,1.0,B,13,2.24,56.001,55.965,1,B,?
8,9,4.0,frame_000009.jpg,2,1159.45,755.95,1180.55,796.55,1170.0,776.25,1170.0,796.55,1.0,B,14,1.84,67.451,51.976,1,B,?
8,9,4.0,frame_000009.jpg,3,1251.09,748.7,1268.91,786.93,1260.0,767.81,1260.0,786.93,1.0,B,16,7.76,74.14,49.566,1,B,?
8,9,4.0,frame_000009.jpg,4,1365.29,728.66,1379.71,764.78,1372.5,746.72,1372.5,764.78,1.0,B,18,3.63,83.903,43.534,1,B,?
8,9,4.0,frame_000009.jpg,5,1372.79,704.27,1387.21,738.54,1380.0,721.41,1380.0,738.54,1.0,B,22,7.81,87.138,35.37,1,B,?
8,9,4.0,frame_000009.jpg,6,1513.59,787.85,1531.41,832.15,1522.5,810.0,1522.5,832.15,1.0,B,19,9.02,87.919,59.966,1,B,?
8,9,4.0,frame_000009.jpg,7,1162.79,710.66,1177.21,740.59,1170.0,725.62,1170.0,740.59,1.0,B,15,1.25,70.355,36.053,1,B,?
8,9,4.0,frame_000009.jpg,8,998.79,710.66,1011.21,740.59,1005.0,725.62,1005.0,740.59,1.0,B,10,4.22,57.344,36.053,1,B,?
8,9,4.0,frame_000009.jpg,9,961.29,734.59,973.71,767.29,967.5,750.94,967.5,767.29,1.0,B,11,0.0,54.048,44.253,1,B,?
8,9,4.0,frame_000009.jpg,10,953.12,704.27,966.88,738.54,960.0,721.41,960.0,738.54,1.0,B,9,7.81,53.821,35.37,1,B,?
8,9,4.0,frame_000009.jpg,11,815.04,685.35,827.46,715.28,821.25,700.31,821.25,715.28,1.0,B,7,7.61,42.308,27.003,1,B,?
8,9,4.0,frame_000009.jpg,12,773.79,706.44,786.21,736.37,780.0,721.41,780.0,736.37,1.0,B,6,11.25,39.476,34.639,1,B,?
8,9,4.0,frame_000009.jpg,13,642.54,713.17,654.96,746.52,648.75,729.84,648.75,746.52,1.0,B,3,15.02,29.602,37.983,1,B,?
8,9,4.0,frame_000009.jpg,14,582.54,734.59,594.96,767.29,588.75,750.94,588.75,767.29,1.0,B,4,7.64,26.346,44.253,1,B,?
8,9,4.0,frame_000009.jpg,15,545.86,792.33,564.14,836.1,555.0,814.22,555.0,836.1,1.0,B,1,11.25,27.94,60.773,1,B,?
8,9,4.0,frame_000009.jpg,16,639.61,780.21,657.89,822.92,648.75,801.56,648.75,822.92,1.0,B,2,23.08,33.222,58.023,1,B,G2
9,10,4.5,frame_000010.jpg,0,1038.57,838.21,1061.43,891.47,1050.0,864.84,1050.0,891.47,1.0,B,21,9.32,57.467,70.716,1,B,?
9,10,4.5,frame_000010.jpg,1,996.68,771.77,1013.32,814.48,1005.0,793.12,1005.0,814.48,1.0,B,13,0.92,55.987,56.171,1,B,?
9,10,4.5,frame_000010.jpg,2,1159.45,755.95,1180.55,796.55,1170.0,776.25,1170.0,796.55,1.0,B,14,0.0,67.451,51.976,1,B,?
9,10,4.5,frame_000010.jpg,3,1241.95,747.91,1263.05,787.72,1252.5,767.81,1252.5,787.72,1.0,B,16,7.54,73.571,49.768,1,B,?
9,10,4.5,frame_000010.jpg,4,1161.91,709.8,1178.09,741.45,1170.0,725.62,1170.0,741.45,1.0,B,15,0.86,70.303,36.337,1,B,?
9,10,4.5,frame_000010.jpg,5,1342.79,720.22,1357.21,756.34,1350.0,738.28,1350.0,756.34,1.0,B,17,22.53,83.014,41.039,1,B,?
9,10,4.5,frame_000010.jpg,6,1372.79,704.73,1387.21,738.08,1380.0,721.41,1380.0,738.08,1.0,B,22,0.46,87.189,35.216,1,B,?
9,10,4.5,frame_000010.jpg,7,1520.1,787.19,1539.9,832.81,1530.0,810.0,1530.0,832.81,1.0,B,19,7.53,88.326,60.102,1,B,?
9,10,4.5,frame_000010.jpg,8,998.12,703.34,1011.88,739.47,1005.0,721.41,1005.0,739.47,1.0,B,10,1.12,57.37,35.681,1,B,?
9,10,4.5,frame_000010.jpg,9,960.29,702.95,974.71,739.86,967.5,721.41,967.5,739.86,1.0,B,9,7.62,54.397,35.811,1,B,?
9,10,4.5,frame_000010.jpg,10,952.79,698.73,967.21,735.64,960.0,717.19,960.0,735.64,1.0,B,11,32.53,53.856,34.39,1,B,?
9,10,4.5,frame_000010.jpg,11,859.04,740.19,873.46,770.12,866.25,755.16,866.25,770.12,1.0,B,8,11.25,46.666,45.054,1,B,?
9,10,4.5,frame_000010.jpg,12,821.54,685.35,835.96,715.28,828.75,700.31,828.75,715.28,1.0,B,7,7.5,42.947,27.003,1,B,?
9,10,4.5,frame_000010.jpg,13,780.29,706.44,794.71,736.37,787.5,721.41,787.5,736.37,1.0,B,6,7.5,40.075,34.639,1,B,?
9,10,4.5,frame_000010.jpg,14,728.79,672.69,741.21,702.62,735.0,687.66,735.0,702.62,1.0,B,5,11.32,34.349,21.911,1,B,?
9,10,4.5,frame_000010.jpg,15,652.79,716.0,667.21,752.12,660.0,734.06,660.0,752.12,1.0,B,3,12.57,30.779,39.746,1,B,?
9,10,4.5,frame_000010.jpg,16,586.29,733.8,598.71,768.08,592.5,750.94,592.5,768.08,1.0,B,4,3.83,26.67,44.478,1,B,?
9,10,4.5,frame_000010.jpg,17,552.6,792.07,572.4,836.37,562.5,814.22,562.5,836.37,1.0,B,1,7.5,28.415,60.827,1,B,?
9,10,4.5,frame_000010.jpg,18,655.43,780.21,672.07,822.92,663.75,801.56,663.75,822.92,1.0,B,2,15.0,34.175,58.023,1,B,G2
10,11,5.0,frame_000011.jpg,0,1527.6,787.19,1547.4,832.81,1537.5,810.0,1537.5,832.81,1.0,B,19,7.5,88.792,60.102,1,B,?
10,11,5.0,frame_000011.jpg,1,1355.45,731.95,1374.55,761.48,1365.0,746.72,1365.0,761.48,1.0,B,18,8.19,83.657,42.572,1,B,?
10,11,5.0,frame_000011.jpg,2,1372.5,704.73,1387.5,738.08,1380.0,721.41,1380.0,738.08,1.0,B,22,0.0,87.189,35.216,1,B,?
10,11,5.0,frame_000011.jpg,3,1228.59,744.48,1246.41,782.71,1237.5,763.59,1237.5,782.71,1.0,B,16,15.81,72.829,48.47,1,B,?
10,11,5.0,frame_000011.jpg,4,1163.79,714.88,1176.21,744.81,1170.0,729.84,1170.0,744.81,1.0,B,15,3.36,70.103,37.433,1,B,?
10,11,5.0,frame_000011.jpg,5,1159.45,758.32,1180.55,794.18,1170.0,776.25,1170.0,794.18,1.0,B,14,2.37,67.557,51.393,1,B,?
10,11,5.0,frame_000011.jpg,6,998.12,775.99,1011.88,818.7,1005.0,797.34,1005.0,818.7,1.0,B,13,4.22,55.924,57.107,1,B,?
10,11,5.0,frame_000011.jpg,7,997.79,704.27,1012.21,738.54,1005.0,721.41,1005.0,738.54,1.0,B,10,0.93,57.39,35.37,1,B,?
10,11,5.0,frame_000011.jpg,8,960.29,704.27,974.71,738.54,967.5,721.41,967.5,738.54,1.0,B,9,1.32,54.416,35.37,1,B,?
10,11,5.0,frame_000011.jpg,9,960.29,734.59,974.71,767.29,967.5,750.94,967.5,767.29,1.0,B,11,32.53,54.048,44.253,1,B,?
10,11,5.0,frame_000011.jpg,10,867.54,744.41,879.96,774.34,873.75,759.38,873.75,774.34,1.0,B,8,8.61,47.238,46.224,1,B,?
10,11,5.0,frame_000011.jpg,11,830.04,685.55,842.46,715.08,836.25,700.31,836.25,715.08,1.0,B,7,7.5,43.581,26.926,1,B,?
10,11,5.0,frame_000011.jpg,12,787.79,706.44,802.21,736.37,795.0,721.41,795.0,736.37,1.0,B,6,7.5,40.674,34.639,1,B,?
10,11,5.0,frame_000011.jpg,13,735.29,672.69,749.71,702.62,742.5,687.66,742.5,702.62,1.0,B,5,7.5,35.015,21.911,1,B,?
10,11,5.0,frame_000011.jpg,14,664.04,714.02,678.46,745.66,671.25,729.84,671.25,745.66,1.0,B,3,12.97,31.3,37.707,1,B,?
10,11,5.0,frame_000011.jpg,15,592.79,734.59,607.21,767.29,600.0,750.94,600.0,767.29,1.0,B,4,7.54,27.169,44.253,1,B,?
10,11,5.0,frame_000011.jpg,16,559.45,792.6,580.55,835.84,570.0,814.22,570.0,835.84,1.0,B,1,7.52,28.852,60.72,1,B,?
10,11,5.0,frame_000011.jpg,17,669.84,779.41,687.66,823.71,678.75,801.56,678.75,823.71,1.0,B,2,15.02,35.155,58.193,1,B,G2
10,11,5.0,frame_000011.jpg,18,1031.95,840.06,1053.05,889.63,1042.5,864.84,1042.5,889.63,1.0,B,21,7.72,57.085,70.422,1,B,?
11,12,5.5,frame_000012.jpg,0,1536.5,786.93,1553.5,833.07,1545.0,810.0,1545.0,833.07,1.0,B,19,7.5,89.234,60.155,1,B,?
11,12,5.5,frame_000012.jpg,1,1365.29,730.37,1379.71,763.07,1372.5,746.72,1372.5,763.07,1.0,B,18,7.67,84.064,43.037,1,B,?
11,12,5.5,frame_000012.jpg,2,1366.29,702.22,1378.71,732.15,1372.5,717.19,1372.5,732.15,1.0,B,22,9.56,87.249,33.188,1,B,?
11,12,5.5,frame_000012.jpg,3,1221.8,746.46,1238.2,780.73,1230.0,763.59,1230.0,780.73,1.0,B,16,7.76,72.42,47.948,1,B,?
11,12,5.5,frame_000012.jpg,4,1161.8,757.79,1178.2,794.71,1170.0,776.25,1170.0,794.71,1.0,B,14,0.53,67.533,51.524,1,B,?
11,12,5.5,frame_000012.jpg,5,1163.79,711.72,1176.21,739.53,1170.0,725.62,1170.0,739.53,1.0,B,15,5.28,70.419,35.701,1,B,?
11,12,5.5,frame_000012.jpg,6,998.79,706.44,1011.21,736.37,1005.0,721.41,1005.0,736.37,1.0,B,10,2.17,57.44,34.639,1,B,?
11,12,5.5,frame_000012.jpg,7,953.79,704.73,966.21,738.08,960.0,721.41,960.0,738.08,1.0,B,9,7.51,53.826,35.216,1,B,?
11,12,5.5,frame_000012.jpg,8,961.29,734.59,973.71,767.29,967.5,750.94,967.5,767.29,1.0,B,11,0.0,54.048,44.253,1,B,?
11,12,5.5,frame_000012.jpg,9,997.79,778.89,1012.21,815.8,1005.0,797.34,1005.0,815.8,1.0,B,13,2.9,55.967,56.466,1,B,?
11,12,5.5,frame_000012.jpg,10,1046.95,843.62,1068.05,894.51,1057.5,869.06,1057.5,894.51,1.0,B,21,15.77,57.828,71.198,1,B,?
11,12,5.5,frame_000012.jpg,11,875.04,745.66,887.46,773.09,881.25,759.38,881.25,773.09,1.0,B,8,7.6,47.77,45.88,1,B,?
11,12,5.5,frame_000012.jpg,12,800.04,707.7,812.46,735.12,806.25,721.41,806.25,735.12,1.0,B,6,11.32,41.542,34.213,1,B,?
11,12,5.5,frame_000012.jpg,13,837.54,687.06,849.96,713.56,843.75,700.31,843.75,713.56,1.0,B,7,7.65,44.194,26.335,1,B,?
11,12,5.5,frame_000012.jpg,14,740.04,679.28,752.46,704.47,746.25,691.88,746.25,704.47,1.0,B,5,4.18,35.434,22.681,1,B,?
11,12,5.5,frame_000012.jpg,15,675.94,722.46,689.06,754.1,682.5,738.28,682.5,754.1,1.0,B,3,14.06,32.591,40.356,1,B,?
11,12,5.5,frame_000012.jpg,16,600.94,734.59,614.06,767.29,607.5,750.94,607.5,767.29,1.0,B,4,7.5,27.717,44.253,1,B,?
11,12,5.5,frame_000012.jpg,17,572.93,792.86,589.57,835.58,581.25,814.22,581.25,835.58,1.0,B,1,11.25,29.534,60.667,1,B,?
11,12,5.5,frame_000012.jpg,18,688.59,781.66,706.41,821.47,697.5,801.56,697.5,821.47,1.0,B,2,18.88,36.274,57.711,1,B,G2
11,12,5.5,frame_000012.jpg,19,800.04,707.7,812.46,735.12,806.25,721.41,806.25,735.12,1.0,B,23,,41.542,34.213,1,B,?
12,13,6.0,frame_000013.jpg,0,1035.88,842.43,1064.12,895.69,1050.0,869.06,1050.0,895.69,1.0,B,21,7.59,57.402,71.383,1,B,?
12,13,6.0,frame_000013.jpg,1,701.07,783.11,723.93,828.46,712.5,805.78,712.5,828.46,1.0,B,2,16.55,37.433,59.2,1,B,G2
